Player name,Rating,Won,Draw,Lost,Last Online,Joined
Shinya_Kojima,2510,163,15,34,16-01-2023,30-09-2011
gm3t,2487,50,9,14,16-01-2023,10-11-2014
Yuji9029,2409,83,13,23,16-01-2023,27-01-2022
sumomomomomomomomonouchi,2359,22,3,6,16-01-2023,11-12-2022
kelvinbest,2341,159,12,55,16-01-2023,26-01-2021
grandperry,2308,23,4,7,16-01-2023,18-09-2021
GMsamargalo,2295,130,13,79,16-01-2023,24-11-2012
Yukiteroo,2284,81,7,8,16-01-2023,21-10-2021
2vasf2,2273,48,1,13,28-11-2022,02-02-2012
girlonfilm,2263,34,3,10,16-01-2023,06-09-2022
Fifth_something,2253,50,5,15,16-01-2023,14-01-2018
chibiami,2249,207,21,116,13-12-2022,12-08-2022
pomuta2020,2241,27,2,8,16-01-2023,10-06-2022
EinsteinAckerman,2235,549,71,589,16-01-2023,23-04-2021
testcalls69,2225,132,5,44,16-01-2023,08-09-2019
EliteHo3,2220,48,5,19,16-01-2023,23-10-2015
Timetransfixed,2206,492,68,368,24-11-2022,06-03-2021
Y-A-N-S-U,2204,205,19,49,16-01-2023,03-06-2022
Symbols0,2201,3370,630,3262,16-01-2023,13-01-2021
crossingthestreet,2198,19,5,13,16-01-2023,10-04-2020
GMironfist19,2196,1143,216,1151,16-01-2023,08-01-2018
Nesh1511,2192,48,4,8,16-01-2023,14-02-2019
shemshak873,2189,335,78,221,16-01-2023,02-12-2020
Matasaburo,2188,92,58,49,16-01-2023,26-06-2021
Out_of_the_Zoo,2187,12,8,13,16-01-2023,18-05-2021
Kakashi89,2173,560,42,494,16-01-2023,17-06-2016
Zucci,2171,424,37,360,16-01-2023,05-01-2018
Karoken99,2166,21,1,5,16-01-2023,09-10-2022
DELTA2020,2160,1066,191,1136,16-01-2023,10-06-2016
carlosalonso1963,2155,2132,187,1766,16-01-2023,21-02-2019
focalpointlight,2155,24,4,6,16-01-2023,11-11-2022
a414a2,2155,502,61,313,16-01-2023,06-01-2022
Diego_Yokohama_Chess,2155,43,3,11,16-01-2023,06-10-2013
Nanantoo,2145,815,51,605,16-01-2023,01-12-2021
LauraLang,2128,65,6,25,16-01-2023,26-08-2022
ArrogantWitch,2127,49,3,18,16-01-2023,27-08-2022
Sas_aki,2116,22,0,6,16-01-2023,21-10-2022
Kremetten,2116,46,5,19,16-01-2023,23-07-2022
wanwan0308,2112,582,111,474,16-01-2023,02-10-2016
M24-0917,2112,22,1,8,16-01-2023,22-10-2022
Miss-Tical,2111,31,1,7,16-01-2023,15-08-2022
Kaminari_77,2108,163,8,104,16-01-2023,29-10-2022
Aiueo4,2107,118,2,8,16-01-2023,18-12-2020
Arth_07,2106,218,49,168,16-01-2023,09-10-2017
ramoveatnust,2105,1378,206,1306,16-01-2023,03-02-2019
IHopeTheWorldEndsTmr,2101,11,2,7,16-01-2023,16-01-2023
Prest9,2098,1070,151,868,16-01-2023,11-11-2020
Morijiro,2092,82,9,63,16-01-2023,29-11-2016
p5ym0n,2090,12,0,8,16-01-2023,16-01-2023
DimDo0M,2086,83,8,31,16-01-2023,05-07-2021
Watai_Miyoko,2085,20,0,5,16-01-2023,19-04-2022
tw2r583,2081,1358,283,1548,16-01-2023,25-09-2020
Chikotan,2080,451,67,392,16-01-2023,06-11-2011
MitrofanAlipov,2080,457,63,273,16-01-2023,13-12-2016
Kingz927,2078,381,38,309,16-01-2023,14-06-2019
sutek001,2076,624,88,589,16-01-2023,12-02-2014
chrysanthemon,2075,626,99,517,16-01-2023,22-10-2009
Menantea11,2075,211,2,44,16-01-2023,29-10-2022
ExchangeSacOP,2070,124,15,28,16-01-2023,03-01-2020
AhnThuk9,2067,39,12,27,16-01-2023,20-02-2022
flyhighponta,2066,31,4,21,16-01-2023,30-05-2012
cimohaaa,2066,131,11,46,12-12-2022,02-07-2016
nguyenhazuki,2061,133,8,89,16-01-2023,27-08-2018
ryouyin,2061,266,22,268,16-01-2023,15-02-2011
Lycaon-Pictus,2059,347,67,264,16-01-2023,11-06-2020
ndodos,2059,118,8,81,16-01-2023,19-11-2018
poggamer2233,2058,15,1,4,04-12-2022,05-11-2022
Sink191,2052,37,5,23,16-01-2023,16-01-2023
Sasuke_Uchiha200927,2052,33,1,4,16-01-2023,12-08-2021
AxelMurdock,2050,73,1,10,16-01-2023,10-08-2020
Yudai0515,2050,53,5,38,16-01-2023,19-08-2010
taikenshira,2050,42,4,14,16-01-2023,16-01-2023
Squared_Pants,2048,24,3,15,16-01-2023,16-01-2023
Aleksandrkoven,2047,79,6,44,16-01-2023,15-12-2022
chess0684,2046,58,9,33,16-01-2023,11-08-2021
zhangxianzhong,2044,113,2,5,16-01-2023,27-05-2022
RyanFili,2044,244,22,158,16-01-2023,07-04-2022
takapii,2041,112,8,73,16-01-2023,02-05-2019
horsepucky,2041,20,4,5,16-01-2023,12-05-2022
sekkusu69,2040,402,29,263,29-04-2022,12-04-2021
Doomsday_2032,2032,367,43,255,16-01-2023,05-04-2019
Megumi_N,2031,161,14,94,16-01-2023,04-06-2018
only-fischer,2028,171,31,103,16-01-2023,07-01-2013
KyoukoNeverMindMe,2027,24,1,20,16-01-2023,21-10-2022
hikarikeise,2026,268,30,188,16-01-2023,25-07-2019
BEDWAR5,2024,2934,232,2626,16-01-2023,14-11-2020
Colonel8Monar,2023,75,11,42,16-01-2023,17-11-2013
Lazer787,2023,321,33,229,16-01-2023,02-03-2021
handsometom1,2020,984,103,922,16-01-2023,20-08-2015
PhysalisEvodia,2019,105,11,52,02-12-2022,20-11-2019
avenger1020,2018,1623,146,1485,16-01-2023,09-04-2013
Sumumu,2016,27,3,8,16-01-2023,08-12-2022
jose0421,2014,2177,180,2502,16-01-2023,12-01-2019
Mean-Mr-Mustard,2014,277,42,194,16-01-2023,06-02-2010
enjoy_playing_chess,2012,91,14,44,16-01-2023,18-10-2022
uistos,2012,140,3,22,16-01-2023,20-06-2021
KyprinFs,2011,935,133,757,16-01-2023,07-08-2022
kotatsutako,2010,487,35,404,16-01-2023,11-05-2017
J-spade,2010,51,3,13,16-01-2023,16-01-2023
robertnicoo,2009,508,43,437,16-01-2023,13-03-2022
Algea69,2008,17,2,3,16-01-2023,13-06-2022
IamJval,2007,424,61,449,16-01-2023,30-04-2020
Yukari01,2007,513,97,372,16-01-2023,01-01-2020
Shadowaoioni,2007,568,51,408,16-01-2023,05-03-2021
Take_no_uchi,2006,262,35,284,16-01-2023,28-04-2019
Mikado357914,2004,838,117,781,16-01-2023,13-02-2020
enju,2004,700,86,553,16-01-2023,26-10-2011
omoti-omoti,2001,98,2,37,16-01-2023,28-04-2022
rakko,2001,1609,350,1574,16-01-2023,09-04-2014
yeeechen,2000,315,20,129,16-01-2023,07-02-2021
Arvan_Famille,1998,246,30,56,16-12-2022,25-06-2021
ant-eng,1990,33,1,15,16-01-2023,16-08-2022
YamatoDama,1988,570,37,446,16-01-2023,07-06-2021
H-A-A-R-P,1986,165,18,132,16-01-2023,20-01-2014
BackPawn52,1985,68,1,34,16-01-2023,16-09-2022
Proton2707,1982,16,3,2,22-11-2022,08-11-2022
Naufal_CE19,1982,61,1,8,16-01-2023,27-11-2021
Asha8899,1982,242,22,141,16-01-2023,28-02-2021
gobouten012,1980,235,16,168,16-01-2023,22-03-2020
Migshaw,1978,413,51,388,16-01-2023,13-02-2018
OishiiKamo,1976,121,35,38,28-02-2022,19-01-2022
tamagosand,1974,135,16,29,27-10-2021,21-09-2021
GoldenNem2022,1973,35,4,20,16-01-2023,26-09-2021
YeMann999,1970,2308,300,2074,16-01-2023,15-05-2017
kawaki987,1970,165,15,72,16-01-2023,30-04-2022
dave-prenter,1968,116,28,129,16-01-2023,19-10-2021
Kohei0716,1967,660,94,649,16-01-2023,20-10-2022
dxc674,1966,2094,247,1988,16-01-2023,11-12-2014
seijun01,1965,100,5,25,16-01-2023,08-02-2022
Insungcha,1964,3470,836,4085,16-01-2023,03-05-2014
estevaoBR,1961,293,13,170,16-01-2023,25-12-2019
Hikaru710,1961,1678,160,1513,16-01-2023,31-10-2016
DogHateMe,1959,73,12,30,16-01-2023,17-03-2018
arctonessus,1958,204,18,130,16-01-2023,25-03-2019
JairusWeak,1957,30,2,1,16-01-2023,01-04-2022
IM-God_Lightspeed,1957,203,20,99,16-01-2023,08-06-2021
Kanaoo,1955,779,42,586,16-01-2023,02-04-2021
chihiro14,1954,1597,151,1715,16-01-2023,26-05-2019
nextsora,1954,182,16,115,16-01-2023,17-10-2022
henohenomohej,1954,119,15,105,16-01-2023,31-03-2021
Englisher,1953,34,4,16,16-01-2023,19-01-2012
Giampro,1951,80,5,49,10-11-2022,24-09-2018
PawnTakesAll69,1951,43,4,27,16-01-2023,18-05-2014
koba1214,1949,1323,70,1099,16-01-2023,11-04-2013
ssym2000,1942,92,17,89,16-01-2023,20-04-2012
Terry_26,1942,417,45,316,16-01-2023,27-03-2021
Ai_Mori,1939,197,10,96,16-01-2023,10-11-2022
zulfadhli8706,1939,918,122,1003,16-01-2023,18-01-2014
yamasouu,1934,649,60,530,16-01-2023,18-12-2021
sora1066,1931,81,3,22,16-01-2023,05-12-2022
BourgogneBlanche,1927,3573,141,3298,01-11-2022,16-12-2020
grayskywalker,1926,23,1,15,16-01-2023,16-06-2015
csgt_voz,1926,36,4,10,16-01-2023,26-10-2022
RinkoChan,1923,731,50,670,16-01-2023,06-10-2018
infinitysedge,1923,12,1,12,16-01-2023,14-09-2022
Aphyxios,1921,121,7,11,16-01-2023,16-01-2022
pascal_api,1919,1315,223,1186,16-01-2023,05-11-2011
vodanhcong1,1919,16,1,8,19-11-2022,09-01-2017
bibo646,1918,78,4,9,16-01-2023,29-08-2019
ekikAn,1917,158,16,37,16-01-2023,01-04-2022
ik678,1916,81,1,30,16-01-2023,15-08-2018
rhz_samsul,1916,235,15,131,14-12-2022,15-02-2022
jfklajghs,1913,31,3,13,16-01-2023,11-03-2021
tokisuke,1910,102,9,84,16-01-2023,17-06-2016
toraneko777,1910,790,74,717,16-01-2023,21-03-2021
kiskisi6666,1907,525,19,123,16-01-2023,08-03-2018
FujiharaSatoshi,1907,320,15,83,16-01-2023,07-05-2021
WLCtuoitho,1906,229,32,181,16-01-2023,21-06-2019
Medvedev_Timofei,1906,216,16,145,13-11-2022,29-11-2017
promotedgold,1905,94,6,77,03-12-2022,05-05-2015
Lenore-chan,1901,237,22,168,16-01-2023,11-05-2022
OTTOTMONI,1900,1340,126,1372,16-01-2023,30-03-2014
OyamaCo,1897,4476,512,4302,16-01-2023,31-07-2010
ylemcamisado,1896,1041,120,1366,16-01-2023,18-08-2020
Im_Durachok,1895,261,24,216,16-01-2023,08-07-2020
ZenithIXI,1893,28,8,8,16-01-2023,30-10-2022
miraii,1893,576,75,557,16-01-2023,17-01-2013
talgl,1892,185,26,145,16-01-2023,15-01-2020
asunotenki,1890,53,5,34,16-01-2023,02-04-2021
KinoriKiuchi,1889,29,1,4,16-01-2023,26-08-2021
lucianoska,1884,251,28,146,16-01-2023,30-03-2012
drip_2_much,1883,40,3,7,16-01-2023,14-06-2021
atom_jpn,1882,22,5,18,16-01-2023,16-01-2023
KakashiHatake2,1880,243,52,240,16-01-2023,11-04-2015
lightning3119,1879,549,38,469,16-01-2023,19-06-2015
AP_Nick,1878,274,36,174,16-01-2023,12-04-2020
airuu24,1878,26,2,18,16-01-2023,20-02-2022
NUZ2010,1877,3906,584,3769,16-01-2023,22-10-2020
FuuYurei,1876,20,1,8,16-01-2023,04-12-2022
Rioooy333,1869,983,21,919,16-01-2023,25-03-2021
mrCoupdetat,1869,5200,618,5075,16-01-2023,18-04-2013
shaghayegh1390,1869,517,26,362,16-01-2023,17-01-2021
enju_hk,1867,30,5,19,16-01-2023,19-02-2012
LucianoMatrix,1867,92,9,48,12-11-2022,26-09-2022
dragonneko,1867,113,27,126,16-01-2023,13-09-2022
kuromaru_kashiwa,1864,109,9,51,16-01-2023,14-12-2022
rupinthethird,1861,1205,78,1158,16-01-2023,31-10-2015
bunyazou,1861,2409,277,2258,16-01-2023,02-08-2021
komugi2,1859,25,2,10,16-01-2023,12-05-2019
kashimaka,1859,499,58,261,16-01-2023,22-08-2022
bucchi1313,1858,537,49,496,16-01-2023,14-10-2019
HardyRabbit,1856,1821,128,1670,16-01-2023,22-01-2018
ciaccona1004,1855,661,48,611,11-10-2022,22-11-2017
Panderplayz,1853,1312,134,1104,16-01-2023,08-10-2020
Kanapov,1853,81,7,62,16-01-2023,27-08-2011
Littono,1853,71,4,26,16-01-2023,26-06-2022
SouOi,1852,106,14,77,16-01-2023,26-12-2021
elwolfo1775,1851,319,48,301,16-01-2023,15-02-2016
Party_Of_One,1850,26,2,9,16-01-2023,16-01-2023
EXCALIBAA,1850,562,89,415,16-01-2023,20-02-2021
pmcarlton,1847,64,4,64,16-01-2023,19-07-2019
Eirisu,1847,56,0,2,16-01-2023,16-01-2023
yoruwaneru,1846,74,2,9,16-01-2023,05-12-2021
matthitchens,1845,1668,152,1562,16-01-2023,09-04-2014
Churrossus,1844,755,58,612,16-01-2023,01-09-2020
Wanococoro,1844,213,42,189,16-01-2023,08-07-2020
Aelw,1844,20,1,5,16-10-2022,29-09-2022
buu_ruh_iz_cheez,1843,1443,136,1227,16-01-2023,12-10-2019
difenax,1843,34,0,7,02-08-2022,18-05-2022
KarpovWannabe,1843,49,1,14,07-10-2022,10-08-2021
schneidigdew,1842,81,11,44,16-01-2023,18-06-2020
yuutin,1842,117,13,85,16-01-2023,28-03-2020
madoka_0723,1842,626,68,620,16-01-2023,17-02-2016
guesspeace,1841,334,39,292,16-01-2023,10-04-2016
janwool,1841,1745,87,1453,16-01-2023,28-11-2013
sato988323,1840,4076,281,3936,16-01-2023,14-06-2020
Marcelocortes321,1839,128,12,65,16-01-2023,27-01-2018
Megaptera52,1839,862,60,775,16-01-2023,28-04-2015
Zanzai37,1839,115,9,58,16-01-2023,16-01-2023
agopan01,1839,24,2,14,16-01-2023,11-10-2022
icarus28,1839,700,74,662,16-01-2023,05-12-2013
aoy6806,1837,46,3,30,16-01-2023,13-02-2016
Vinc3nt-still-L3arningg,1837,301,14,161,16-01-2023,16-10-2022
Ayanokoji_sama,1835,253,42,217,16-01-2023,11-05-2022
kkimetzu,1834,16,3,6,16-01-2023,10-06-2022
gonsuke1102,1834,1051,80,909,16-01-2023,11-05-2022
chessKhoi123,1834,30,4,15,16-01-2023,29-06-2021
alpha197420,1833,69,14,83,16-01-2023,02-11-2020
naominnn,1833,159,11,90,16-01-2023,15-09-2018
setsuna_plus,1832,478,72,442,16-01-2023,12-08-2022
Jtorq,1831,235,19,243,16-01-2023,25-08-2019
abelardosecuyarerref,1831,801,142,755,09-10-2022,24-03-2016
AO-toostrongtoogreat,1830,70,6,36,16-01-2023,12-12-2019
Optical-Jackie,1830,759,47,722,16-01-2023,11-04-2018
grasstoucher_morjk,1830,54,1,4,03-12-2022,30-09-2022
CampingSniper,1827,495,57,374,16-01-2023,05-04-2019
Fly_Me_To_The_Moon,1827,385,7,202,16-01-2023,25-12-2020
darwinlitz,1826,4242,705,4081,11-07-2022,16-08-2013
nkcarlson131,1825,663,71,507,16-01-2023,10-08-2020
gaia2016,1825,73,11,56,16-01-2023,02-10-2016
Megalara_Garuda,1825,28,4,9,16-01-2023,28-04-2022
abhinandan123,1824,66,4,51,02-09-2022,06-12-2010
Damabiancanihon2,1824,152,7,111,16-01-2023,07-01-2015
Schakkamura,1823,64,3,22,16-01-2023,08-01-2020
JulienRoyale,1823,1130,96,923,16-01-2023,20-01-2019
I_am_very_sleepy_now,1823,183,29,148,16-01-2023,13-11-2021
SHIKAMARU-7,1822,1329,262,1615,16-01-2023,25-07-2020
KaguyaaaSan,1822,15,3,12,16-01-2023,10-11-2021
shinypiece14,1821,121,12,91,16-01-2023,24-04-2020
AnoSep,1821,585,52,529,16-01-2023,07-11-2019
smallsamurai,1821,71,10,57,16-01-2023,14-09-2011
noriosan,1821,82,2,58,16-01-2023,04-02-2015
bannnzaiii,1821,56,2,20,19-07-2022,17-03-2022
TFwolf,1821,92,7,35,07-08-2022,07-03-2021
marimarimarii,1820,133,8,67,16-01-2023,19-06-2021
Kritanta,1819,66,1,26,12-11-2022,08-01-2020
galileo2001,1819,1671,81,1441,16-01-2023,22-11-2017
toufen,1819,38,2,4,16-01-2023,19-11-2022
yuhi1218,1819,2428,104,2339,16-01-2023,15-03-2021
doraemon77,1818,37,4,30,16-01-2023,11-09-2018
caesar12311,1818,177,17,107,16-01-2023,04-03-2017
Ryosuke35,1818,68,7,56,07-10-2022,01-07-2015
laviesauvage,1817,48,5,24,16-01-2023,11-04-2020
EclipseHaico,1816,193,8,86,13-04-2022,12-03-2022
Shiromori998,1816,392,51,331,12-07-2022,29-01-2021
1911aa,1815,392,5,261,03-08-2022,07-02-2017
DeepBlueXS,1815,50,7,23,16-01-2023,07-11-2015
shibamaro,1815,234,12,166,16-01-2023,07-11-2021
YReblo,1814,183,12,44,06-01-2022,15-05-2020
HisokaLovesYou,1814,108,9,48,16-01-2023,03-08-2021
Sakura143444,1814,99,6,26,28-01-2022,19-03-2021
YamaneShaa,1813,21,3,3,24-03-2021,15-02-2021
FatukiAboricci,1813,47,5,21,30-12-2021,05-12-2020
King0fHack,1812,56,7,19,07-10-2022,27-07-2022
nebari88,1812,115,7,74,16-01-2023,16-01-2022
ZaWarudo8,1811,30,1,14,14-11-2022,01-11-2020
Iamchesschess,1811,21,10,22,16-01-2023,25-05-2020
My_Bizarre_Adventure,1811,11,6,16,16-01-2023,16-01-2023
kisekun95,1811,27,4,12,16-01-2023,17-09-2022
codenameDemon,1811,324,12,289,17-08-2022,15-11-2021
notspeaker,1810,61,4,42,16-01-2023,02-06-2018
tottoa,1810,102,3,26,16-01-2023,29-03-2018
shadowhunble,1810,135,10,118,16-01-2023,13-06-2022
Speargaming,1810,259,22,179,16-01-2023,24-02-2021
SASASAnn,1809,90,14,55,16-01-2023,21-04-2022
pontarou01,1809,297,55,276,16-01-2023,28-05-2013
Arvan_D-Famille,1808,58,3,21,15-09-2022,30-11-2021
DelinquentFish,1808,135,5,46,16-01-2023,27-04-2021
Hikaru_Shindo,1807,61,6,28,16-01-2023,26-08-2015
Schmitzipov,1806,15,3,9,18-02-2021,20-12-2008
yycy24,1805,720,85,666,16-01-2023,16-06-2019
bkseok6016,1805,79,4,40,16-01-2023,18-02-2019
PlayerJP,1805,57,4,22,16-01-2023,21-01-2018
Asatooo,1804,145,25,90,16-01-2023,15-03-2020
chronicle2nd,1804,1458,71,1159,16-01-2023,25-07-2011
Meigi1234,1804,174,15,104,16-01-2023,03-09-2017
StockMarketParzival,1803,127,9,98,16-01-2023,03-05-2020
ddotaro,1803,36,5,40,16-01-2023,12-03-2018
NgoQuan2008,1803,612,94,515,16-01-2023,12-07-2022
mybad69,1803,451,37,315,09-04-2021,14-01-2021
LaserSharkOfDarkness,1802,546,64,404,16-01-2023,07-08-2020
rotcivairotciv,1802,221,18,96,20-09-2022,12-02-2011
wasabijin,1802,171,39,43,29-05-2022,28-02-2022
zikenstik,1802,88,6,62,16-01-2023,30-01-2022
Zeratul_Tassadar,1802,17,1,8,25-09-2022,14-09-2021
MuragBoang,1801,135,7,101,16-01-2023,25-10-2012
krishna99,1801,25,1,12,22-11-2022,03-05-2012
rvanden,1801,77,7,30,12-11-2022,02-01-2011
GMRicardo015,1801,72,11,41,16-01-2023,17-12-2021
norio-kishida,1801,113,2,44,25-09-2022,12-08-2021
baijing,1801,746,47,680,16-01-2023,19-02-2021
blindnoblind,1801,129,7,55,14-09-2022,17-02-2021
EmiKun,1800,107,5,47,16-01-2023,26-03-2017
Melon_Pan,1800,102,8,81,16-01-2023,21-03-2017
Chess5thHorseman,1800,18,8,11,16-01-2023,15-07-2022
kamiyakumo,1800,124,27,75,16-01-2023,03-03-2009
anhtunghp,1800,624,58,559,16-01-2023,16-11-2021
Musashiya_Ramen,1800,63,2,24,15-12-2022,10-11-2021
MightyMochiii,1799,1347,183,1290,16-01-2023,10-04-2019
bijankaveh,1799,248,45,237,16-01-2023,09-04-2016
Samir130806,1798,1144,70,344,16-01-2023,22-07-2020
ItheChigetsu,1798,28,2,2,15-04-2021,23-08-2019
Mako1015,1798,294,47,227,03-09-2022,26-05-2011
tradahn,1798,196,32,168,16-01-2023,08-09-2017
KingParchy,1798,90,9,68,16-01-2023,20-10-2016
syameimaru-aya,1798,121,19,76,06-12-2022,04-08-2022
cyanideisdead999,1798,38,2,12,16-01-2023,22-06-2022
Rikuto-Hoya,1797,46,5,27,16-01-2023,07-01-2018
Keilish,1797,314,13,220,30-01-2022,05-12-2020
Greninjajaja,1795,297,20,224,23-10-2022,04-12-2020
k_odradek,1794,90,5,54,16-01-2023,14-08-2019
ajhpt,1794,1801,165,1720,16-01-2023,28-04-2019
HiyaMagicCarp,1793,28,1,13,18-10-2022,19-06-2013
Yuumeda,1792,135,8,37,16-01-2023,29-03-2020
KUSR,1792,2432,237,2278,16-01-2023,13-06-2021
Pioneerae,1791,32,1,7,16-01-2023,16-08-2020
TaroOgawa,1791,1470,126,426,16-01-2023,04-10-2018
so4649,1791,39,1,23,04-02-2022,16-02-2021
21roro,1790,248,43,241,29-04-2022,13-08-2020
nhoNoBlunders,1790,38,9,25,16-01-2023,09-12-2022
dongyingyi,1789,125,58,63,08-10-2022,15-06-2018
mutaito-st,1789,128,11,47,16-01-2023,16-05-2021
azumi_214,1789,99,14,105,16-01-2023,07-02-2013
DewaKipaaa5,1788,33,1,1,03-06-2021,10-04-2021
oldjude1987,1787,247,13,195,16-01-2023,17-10-2017
Kim_Tack,1785,315,25,262,16-01-2023,27-06-2018
GKSJapan,1785,18,1,12,16-01-2023,16-01-2023
keikookamoto,1784,1013,134,918,05-07-2022,11-10-2020
JEROME2008,1784,425,23,384,16-01-2023,08-08-2020
mash4a01,1784,58,7,61,16-01-2023,24-05-2020
allwiz,1784,846,101,762,09-09-2022,06-06-2018
keiryoumomo,1784,386,58,347,02-12-2022,22-02-2017
yoshiki524,1784,1662,123,1633,16-01-2023,31-01-2016
NyxiumYuuki,1783,41,4,17,16-01-2023,12-06-2020
Remember49,1783,358,53,278,16-01-2023,29-12-2017
Delsin-Desu,1782,227,16,179,16-01-2023,05-03-2021
jku0604,1781,1769,392,1656,16-01-2023,17-02-2015
Lucariorik,1780,144,13,136,16-01-2023,19-07-2019
NMFabianTreutlein,1780,37,3,18,16-01-2023,17-07-2021
giriSUJAN,1780,26,0,13,28-04-2021,12-03-2021
TaiKislitsin,1779,765,51,652,16-01-2023,19-10-2020
kunonno,1779,19,1,6,16-01-2023,23-12-2017
shibakazu,1778,1575,165,1527,16-01-2023,01-06-2017
MaybeDarkAngelu,1778,149,3,44,09-06-2022,20-03-2022
AKOOL1441,1777,308,25,208,16-01-2023,03-06-2020
KingOfP0tatoes,1777,145,7,57,16-01-2023,25-06-2021
yuki555,1776,1040,90,1051,16-01-2023,27-02-2019
tsukoyomi28,1776,553,31,528,15-11-2021,22-06-2010
GruffCat,1775,33,1,20,23-08-2022,13-05-2020
WonderfulChessNinja,1775,79,21,61,25-07-2022,06-12-2019
khoyken,1774,475,44,468,16-01-2023,17-07-2011
blutus,1773,47,5,38,16-01-2023,12-09-2008
GELISksworld,1773,163,3,94,11-12-2021,25-03-2021
nekotamakingyo,1772,227,17,203,16-01-2023,22-08-2014
hygx,1771,137,8,108,01-12-2022,05-07-2019
Celtics1469,1771,38,4,23,16-01-2023,25-10-2011
variant616,1771,992,78,876,16-01-2023,18-07-2021
ciankyush,1770,2694,351,2585,09-08-2022,26-09-2010
Kajiyashi,1770,23,2,7,08-05-2022,31-12-2021
NaizenNakada,1770,108,13,59,17-02-2021,09-02-2021
Kei_Yonagi,1769,162,15,117,16-01-2023,23-06-2021
Lux_Arc,1768,201,6,169,12-01-2022,18-10-2020
Radio-Air-G,1768,22,2,20,16-01-2023,25-07-2019
takahashihimari,1768,36,3,22,07-07-2022,14-12-2021
Tkg2020,1767,137,8,59,16-01-2023,09-10-2020
TWonyok20,1767,984,95,944,07-03-2021,01-07-2020
banjing,1767,1346,49,1272,16-01-2023,04-01-2018
YastrebovDD,1767,365,56,138,10-11-2022,25-02-2017
SheldonOfOsaka,1767,56,7,44,16-01-2023,01-01-2013
cyclic6_cosmo,1766,67,6,45,16-01-2023,18-12-2020
fujiicorn,1765,1851,98,1485,16-01-2023,05-01-2012
alexweberk,1765,98,7,63,16-01-2023,10-08-2018
Ichika-Chan,1765,77,1,16,30-07-2022,09-09-2021
ProbieSniper,1764,164,10,117,18-03-2021,03-03-2019
ArmoredSusanoo,1764,19,1,4,06-08-2022,17-06-2022
takashi0901,1763,254,25,187,16-01-2023,22-07-2017
Jetsurgeon,1762,35,2,24,16-01-2023,25-09-2014
MikazeArtz,1761,169,12,57,22-11-2022,18-09-2020
Thap7,1761,179,16,111,16-01-2023,16-06-2020
Azleaf-007,1761,108,9,79,29-11-2022,06-07-2017
xia,1760,29,2,9,10-12-2022,06-12-2019
zseltman,1760,350,32,298,16-01-2023,29-05-2019
rajanking64,1760,133,7,74,16-01-2023,17-08-2016
Yanxia99,1760,69,2,47,02-07-2022,31-03-2022
Zable_Fahr,1760,736,78,665,16-01-2023,29-01-2009
itanaka1955,1759,94,8,60,04-10-2022,23-12-2019
im10000363,1759,1066,83,972,16-01-2023,25-12-2017
urukm,1759,26,1,11,16-01-2023,04-04-2022
ChessMasterRyo,1757,31,7,3,26-11-2022,25-10-2011
rakasuraka,1757,881,49,596,14-04-2021,14-01-2017
TempestKnightChess,1757,39,4,15,28-04-2021,14-04-2021
NobuyukiYasiki,1756,842,34,802,16-01-2023,07-07-2015
orenogambit,1756,200,9,134,16-01-2023,16-11-2021
ramenboyz,1756,85,4,29,20-04-2021,30-03-2021
leadig_tone,1755,134,8,119,25-10-2021,29-07-2020
jashugan77,1755,326,28,310,16-01-2023,02-09-2014
qiaohao,1755,121,5,35,16-01-2023,16-02-2021
NujabesLUV,1754,80,7,26,01-08-2022,01-02-2021
OTOGONCEL,1751,348,22,272,16-01-2023,23-03-2022
Queendjt,1750,2771,226,2711,16-01-2023,10-11-2020
Insp_Lunge,1750,97,10,30,16-01-2023,17-01-2015
ni2482,1749,22,0,15,16-01-2023,24-05-2012
kokomin14,1749,447,57,420,16-01-2023,10-09-2018
winhtut125612,1749,340,27,322,16-01-2023,26-10-2022
what33now,1748,705,83,485,16-01-2023,17-12-2020
Betamasaharu,1747,3892,355,3402,16-01-2023,30-10-2015
qlmmp,1747,1174,35,1079,16-01-2023,18-03-2014
TJQKA2,1747,69,11,47,16-01-2023,27-06-2021
ssssaaasad,1745,2870,297,2710,16-01-2023,10-07-2021
Rasec12345,1743,742,53,724,11-04-2021,06-09-2019
BabyBoyxXx,1743,209,10,139,16-01-2023,18-11-2022
DragonBaII,1742,928,87,801,16-01-2023,24-08-2020
staygold2001,1742,163,12,54,16-01-2023,10-02-2022
Nodoame,1741,232,15,187,16-01-2023,13-06-2016
HoseaSin12,1741,17,0,6,16-01-2023,05-12-2022
OsakaOsaka,1741,662,64,633,16-01-2023,23-09-2008
Lancashire2B,1740,161,6,142,16-01-2023,01-11-2012
moshi2020,1740,11127,528,10795,16-01-2023,05-01-2020
bernieforprez,1740,1715,237,1710,16-01-2023,04-03-2019
akumurahomu,1740,59,2,21,16-01-2023,05-10-2014
shisu_uchiha,1740,110,9,32,16-01-2023,18-07-2022
JADELBAKKALI,1740,44,5,31,16-01-2023,16-04-2021
1237den,1740,1240,83,1184,16-01-2023,19-03-2021
Yanyaann,1739,126,7,94,16-01-2023,15-06-2019
peri5630,1739,105,6,56,16-01-2023,03-05-2019
shimasighrin,1739,159,12,141,16-01-2023,11-07-2017
maruuo,1739,150,20,90,16-01-2023,16-06-2017
